"West Valley Post Acute","7057 Shoup Ave, West Hills, CA, 91307","Match","Exact","7057 SHOUP AVE, WEST HILLS, CA, 91307","-118.61467,34.198463","141534464","L"
"Brookdale Northridge Assisted Living","17650 Devonshire St, Northridge, CA, 91325","Match","Exact","17650 DEVONSHIRE ST, NORTHRIDGE, CA, 91325","-118.51857,34.257614","141542327","L"
"Culver West Health Center","4035 Grand View Blvd, Los Angeles, CA, 90066","Match","Exact","4035 GRAND VIEW BLVD, LOS ANGELES, CA, 90066","-118.427475,34.00003","142718237","R"
"Glendale Healthcare Center","1208 S Central Ave, Glendale, CA, 91204","Match","Non_Exact","1208 S CENTRAL AVE, GLENDALE, CA, 91204","-118.257805,34.131798","241240450","L"
"College Medical Center","13300 Hawthorne Blvd, Hawthorne, CA, 90250","Match","Non_Exact","13300 HAWTHORNE WAY, HAWTHORNE, CA, 90250","-118.35351,33.921753","241242594","L"
"Kennedy Post Acute Care Center","619 N Fairfax Ave, Los Angeles, CA, 90036","Tie"
"Motion Picture & Television Fund","23388 Mulholland Dr, Woodland Hills, CA, 91364","Match","Exact","23388 MULHOLLAND DR, WOODLAND HILLS, CA, 91364","-118.63562,34.157898","638406454","L"
"Pacific Post Acute","1323 17th St, Santa Monica, CA, 90404","Match","Exact","1323 17TH ST, SANTA MONICA, CA, 90404","-118.483986,34.027355","141559344","L"
"Starview Adolescent Center","4025 W 226th St, Torrance, CA, 90505","Match","Non_Exact","4025 W 226TH ST, TORRANCE, CA, 90505","-118.35575,33.823555","647629289","R"
"The Rehabilitation Center of Santa Monica","1338 20th St, Santa Monica, CA, 90404","Match","Exact","1338 20TH ST, SANTA MONICA, CA, 90404","-118.48093,34.02948","141559378","R"
"Sunrise Villa Culver City","4061 Grand View Blvd, Los Angeles, CA, 90066","Match","Exact","4061 GRAND VIEW BLVD, LOS ANGELES, CA, 90066","-118.42727,33.999763","142718237","R"
"York Healthcare & Wellness Centre","6071 York Blvd, Los Angeles, CA, 90042","Match","Exact","6071 YORK BLVD, LOS ANGELES, CA, 90042","-118.18672,34.117634","141615005","L"
"Fenton Villa Inc","13863 Fenton Ave, Sylmar, CA, 91342","Match","Exact","13863 FENTON AVE, SYLMAR, CA, 91342","-118.43841,34.323643","141545874","L"
"Astoria Nursing And Rehab Center","14040 Astoria St, Sylmar, CA, 91342","Match","Exact","14040 ASTORIA ST, SYLMAR, CA, 91342","-118.439354,34.310993","648145531","L"
"North County Correctional Facility","29340 The Old Rd, Castaic, CA, 91384","Match","Non_Exact","29340 THE OLD RD, CASTAIC, CA, 91384","-118.61701,34.468876","141862143","R"
"Villa Scalabrini","10631 Vinedale St, Sun Valley, CA, 91352","Match","Exact","10631 VINEDALE ST, SUN VALLEY, CA, 91352","-118.36289,34.228672","142675320","R"
"Avantgarde Senior Living And Memory Care","5645 Lindley Ave, Tarzana, CA, 91356","Match","Exact","5645 LINDLEY AVE, TARZANA, CA, 91356","-118.52728,34.173775","141555821","L"
"Sepulveda Residential","8025 N Sepulveda Blvd, Van Nuys, CA, 91402","Match","Non_Exact","8025 N SEPULVEDA BLVD, VAN NUYS, CA, 91402","-118.46629,34.215973","635193350","L"
"Glenoaks Convalescent Hospital","409 W Glenoaks Blvd, Glendale, CA, 91202","Match","Non_Exact","409 W GLENOAKS BLVD, GLENDALE, CA, 91202","-118.26246,34.159836","141825037","R"
"Live-Well ICF/DD-N","11053 Sharp Ave, Mission Hills, CA, 91345","Match","Exact","11053 SHARP AVE, MISSION HILLS, CA, 91345","-118.44994,34.2707","141548200","L"
"East Los Angeles Doctors Hospital D/P SNF","4060 Whittier Blvd, Los Angeles, CA, 90023","No_Match"
"Temple Park Convalescent Hospital","2411 W Temple St, Los Angeles, CA, 90026","Match","Non_Exact","2411 W TEMPLE ST, LOS ANGELES, CA, 90026","-118.27241,34.07172","141605276","R"
"Two Palms Nursing Center","2637 E Washington Blvd, Pasadena, CA, 91107","Match","Non_Exact","2637 E WASHINGTON BLVD, PASADENA, CA, 91107","-118.096436,34.169167","141632268","L"
"Good Shepherd Health Care Center of Santa Monica","1131 Arizona Ave, Santa Monica, CA, 90401","Match","Exact","1131 ARIZONA AVE, SANTA MONICA, CA, 90401","-118.48958,34.023552","142715764","L"
"Marina Pointe Healthcare & Subacute","5240 Sepulveda Blvd, Culver City, CA, 90230","Match","Exact","5240 SEPULVEDA BLVD, CULVER CITY, CA, 90230","-118.399895,33.998966","142848117","L"
"Normandie Place","14509 S Normandie Ave, Gardena, CA, 90247","Match","Non_Exact","14509 S NORMANDIE AVE, GARDENA, CA, 90247","-118.300385,33.899937","142754494","R"
"Beverly Hills Carmel South","8757 Burton Way, Los Angeles, CA, 90048","Match","Exact","8757 BURTON WAY, LOS ANGELES, CA, 90048","-118.38303,34.07235","642870005","R"
"Dearborn Home","16516 Dearborn St, North Hills, CA, 91343","Match","Exact","16516 DEARBORN ST, NORTH HILLS, CA, 91343","-118.491295,34.23752","141544599","L"
"Santa Anita Convalescent Hospital","5522 Gracewood Ave, Temple City, CA, 91780","No_Match"
"Del Rio Convalescent Center","7004 Gage Ave, Bell Gardens, CA, 90201","No_Match"
"Sunset Manor Convalescent Hospital","2720 Nevada Ave, S El Monte, CA, 91733","Match","Exact","2720 NEVADA AVE, S EL MONTE, CA, 91733","-118.03686,34.06155","141813456","R"
"Thoreau House 2","1948 Thoreau St, Los Angeles, CA, 90047","Match","Exact","1948 THOREAU ST, LOS ANGELES, CA, 90047","-118.3128,33.935528","141660772","L"
"Affinity Healthcare Center","7039 Alondra Blvd, Paramount, CA, 90723","No_Match"
"Burlington Convalescent Hospital","845 S Burlington Ave, Los Angeles, CA, 90057","Match","Non_Exact","845 S BURLINGTON AVE, LOS ANGELES, CA, 90057","-118.2749,34.05274","634249173","R"
"Solheim Senior Community","2236 Merton Ave, Los Angeles, CA, 90041","Match","Exact","2236 MERTON AVE, LOS ANGELES, CA, 90041","-118.215775,34.13797","624251689","L"
"Park Paseo Independent Living","123 S Isabel St, Glendale, CA, 91205","Match","Non_Exact","123 S ISABEL ST, GLENDALE, CA, 91205","-118.24885,34.145855","141610140","R"
"Parkwest Healthcare Center SNF","6740 Wilbur Ave, Reseda, CA, 91335","Match","Exact","6740 WILBUR AVE, RESEDA, CA, 91335","-118.54476,34.192818","141554308","R"
"West La Support Servies Home #2","1857 S Hayworth Ave, Los Angeles, CA, 90035","Match","Non_Exact","1857 S HAYWORTH AVE, LOS ANGELES, CA, 90035","-118.37066,34.042305","141600612","R"
"UCP Longo House","11051 Old Santa Susana Pass Rd, Chatsworth, CA, 91311","Tie"
"Century Regional Detention Facility","11705 S Alameda St, Lynwood, CA, 90262","Match","Non_Exact","11705 S ALAMEDA ST, LYNWOOD, CA, 90262","-118.22525,33.927284","142762499","R"
"Porter Ranch Aloha III","20022 Vintage St, Chatsworth, CA, 91311","Match","Exact","20022 VINTAGE ST, CHATSWORTH, CA, 91311","-118.56932,34.2518","141539895","L"
"Heritage Rehabilitation Center","21414 S Vermont Ave, Torrance, CA, 90502","Match","Non_Exact","21414 S VERMONT AVE, TORRANCE, CA, 90502","-118.29027,33.834183","142759641","L"
"Sunnyview Care Center","2000 W Washington Blvd, Los Angeles, CA, 90018","Match","Non_Exact","2000 W WASHINGTON BLVD, LOS ANGELES, CA, 90018","-118.30282,34.039955","141605986","L"
"Chino Valley Health Care Center","2351 S Towne Ave, Pomona, CA, 91766","Match","Non_Exact","2351 S TOWNE AVE, POMONA, CA, 91766","-117.74034,34.0282","641508550","R"
"Mayflower Gardens Convalescent Hospital","6705 Columbia Way, Lancaster, CA, 93536","Match","Exact","6705 COLUMBIA WAY, LANCASTER, CA, 93536","-118.25027,34.6456","141522218","L"
"Grandview Retirement Center","2211 W 6th St, Los Angeles, CA, 90057","Match","Non_Exact","2211 W 6TH ST, LOS ANGELES, CA, 90057","-118.276215,34.06015","141605441","R"
"Granada Hills Convalescent Hospital","16123 Chatsworth St, Granada Hills, CA, 91344","Match","Exact","16123 CHATSWORTH ST, GRANADA HILLS, CA, 91344","-118.483574,34.26466","141543296","R"
"Highland Park Skilled Nursing & Wellness Centre (2)","5125 Monte Vista St, Los Angeles, CA, 90042","Match","Exact","5125 MONTE VISTA ST, LOS ANGELES, CA, 90042","-118.20204,34.108032","141614195","L"
"Optimist Youth Homes And Family Services","6957 N Figueroa St, Los Angeles, CA, 90041","No_Match"
"Montebello Care Center","1035 W Beverly Blvd, Montebello, CA, 90640","Match","Non_Exact","1035 W BEVERLY BLVD, MONTEBELLO, CA, 90640","-118.10907,34.01778","142740235","L"
"Hollenbeck Palms","573 S Boyle Ave, Los Angeles, CA, 90033","Tie"
"Windsor Hall Care Home (2)","1415 W James M Wood Blvd, Los Angeles, CA, 90015","Match","Non_Exact","1415 W JAMES M WOOD BLVD, LOS ANGELES, CA, 90015","-118.27019,34.049507","141616689","R"
"Solheim Senior Community (SNF)","2236 Merton Ave, Los Angeles, CA, 90041","Match","Exact","2236 MERTON AVE, LOS ANGELES, CA, 90041","-118.215775,34.13797","624251689","L"
"Barry J. Nidorf Juvenile Hall","16350 Filbert St, Sylmar, CA, 91342","Match","Exact","16350 FILBERT ST, SYLMAR, CA, 91342","-118.48486,34.31985","141775408","L"
"High Valley Lodge","7912 Topley Ln, Sunland, CA, 91040","Match","Exact","7912 TOPLEY LN, SUNLAND, CA, 91040","-118.30513,34.25546","141587838","L"
"Del Amo Gardens Care Center","22419 Kent Ave, Torrance, CA, 90505","Match","Exact","22419 KENT AVE, TORRANCE, CA, 90505","-118.35644,33.82477","142756381","R"
"Maywood Skilled Nursing & Wellness Centre","6025 Pine Ave, Maywood, CA, 90270","Match","Exact","6025 PINE AVE, MAYWOOD, CA, 90270","-118.188156,33.984875","142763538","R"
"Green Acres Healthcare Center","8101 Hill Dr, Rosemead, CA, 91770","Match","Exact","8101 HILL DR, ROSEMEAD, CA, 91770","-118.09331,34.045673","241252195","L"
"Wayfinder Family Services","5300 Angeles Vista Blvd, Los Angeles, CA, 90043","No_Match"
"Olive Tree #2","7834 Vanalden Ave, Reseda, CA, 91335","Match","Exact","7834 VANALDEN AVE, RESEDA, CA, 91335","-118.549164,34.2131","141541414","R"
"West Valley Assisted Living","7055 Shoup Ave, West Hills, CA, 91307","Match","Exact","7055 SHOUP AVE, WEST HILLS, CA, 91307","-118.61467,34.19843","141534464","L"
"Royal Terrace Healthcare","1340 Highland Ave, Duarte, CA, 91010","Match","Exact","1340 HIGHLAND AVE, DUARTE, CA, 91010","-117.966606,34.13727","142843821","L"
"Baldwin Gardens Nursing Center","10786 W Live Oak Ave, Temple City, CA, 91780","No_Match"
"Dewey Home","2127 Dewey St, Santa Monica, CA, 90405","Match","Exact","2127 DEWEY ST, SANTA MONICA, CA, 90405","-118.45845,34.008724","647690319","L"
"Lomita Post Acute Care Center","1955 Lomita Blvd, Lomita, CA, 90717","Match","Exact","1955 LOMITA BLVD, LOMITA, CA, 90717","-118.31365,33.799725","640113250","R"
"Oakmont of Valencia","24070 Copper Hill Dr, Valencia, CA, 91354","No_Match"
"Leisure Glen Post Acute Care Center","330 Mission Rd, Glendale, CA, 91205","Match","Exact","330 MISSION RD, GLENDALE, CA, 91205","-118.252365,34.12713","241251760","R"
"Pasadena Park Healthcare & Wellness Center","2585 E Washington Blvd, Pasadena, CA, 91107","Match","Non_Exact","2585 E WASHINGTON BLVD, PASADENA, CA, 91107","-118.09692,34.169155","141632268","L"
"Montrose Healthcare Center","2123 Verdugo Blvd, Montrose, CA, 91020","Match","Exact","2123 VERDUGO BLVD, MONTROSE, CA, 91020","-118.22382,34.204857","142724717","R"
"Royal Vista Care Center","909 W Santa Anita Ave, San Gabriel, CA, 91776","Match","Non_Exact","909 W SANTA ANITA AVE, SAN GABRIEL, CA, 91776","-118.111984,34.095108","141639625","R"
"Beverlywood Residential Facility","1920 S Robertson Blvd, Los Angeles, CA, 90034","Match","Non_Exact","1920 S ROBERTSON BLVD, LOS ANGELES, CA, 90034","-118.386765,34.04421","141574919","L"
"Glendora Grand Convalescent Hospital","805 W Arrow Hwy, Glendora, CA, 91740","Tie"
"The Heights At Burbank","2721 Willow St, Burbank, CA, 91505","Match","Exact","2721 WILLOW ST, BURBANK, CA, 91505","-118.330795,34.158306","141593199","R"
"Santa Fe Heights Healthcare Center LLC","2309 N Santa Fe Ave, Compton, CA, 90222","Match","Non_Exact","2309 N SANTA FE AVE, COMPTON, CA, 90222","-118.217,33.91345","141678162","L"
"Vista Del Sol Care Center","11620 Washington Blvd, Los Angeles, CA, 90066","Match","Exact","11620 WASHINGTON BLVD, LOS ANGELES, CA, 90066","-118.4171,34.000324","141574078","L"
"Rinaldi Convalescent Hospital","16553 Rinaldi St, Granada Hills, CA, 91344","Match","Exact","16553 RINALDI ST, GRANADA HILLS, CA, 91344","-118.492546,34.279232","142712426","R"
"Windsor Hall Care Home (1)","1415 W James M Wood Blvd, Los Angeles, CA, 90015","Match","Non_Exact","1415 W JAMES M WOOD BLVD, LOS ANGELES, CA, 90015","-118.27019,34.049507","141616689","R"
"Royal Gardens Healthcare","2339 W Valley Blvd, Alhambra, CA, 91803","Match","Non_Exact","2339 W VALLEY BLVD, ALHAMBRA, CA, 91803","-118.1491,34.07708","141635651","R"
"Olympia Convalescent Hospital","1100 S Alvarado St, Los Angeles, CA, 90006","Match","Non_Exact","1100 S ALVARADO ST, LOS ANGELES, CA, 90006","-118.28084,34.050156","141605433","L"
"South Pasadena Care Center","904 Mission St, South Pasadena, CA, 91030","No_Match"
"Four Seasons Healthcare & Wellness Center, LP","5335 Laurel Canyon Blvd, N Hollywood, CA, 91607","No_Match"
"Elmcrest Care Center","3111 Santa Anita Ave, El Monte, CA, 91733","No_Match"
"Hawthorne Healthcare & Wellness Centre","11630 Grevillea Ave, Hawthorne, CA, 90250","Match","Exact","11630 GREVILLEA AVE, HAWTHORNE, CA, 90250","-118.35476,33.928825","141656178","L"
"North Valley Nursing Center","7660 Wyngate St, Tujunga, CA, 91042","Match","Exact","7660 WYNGATE ST, TUJUNGA, CA, 91042","-118.29928,34.257427","640416496","L"
"Santa Clarita Post Acute Care Ctr SNF","23801 Newhall Ave, Newhall, CA, 91321","No_Match"
"Eisenberg Village","6440 Wilbur Ave, Reseda, CA, 91335","Match","Exact","6440 WILBUR AVE, RESEDA, CA, 91335","-118.54475,34.187405","142714533","R"
"Van Nuys Health Care Center","6835 Hazeltine Ave, Van Nuys, CA, 91405","Match","Exact","6835 HAZELTINE AVE, VAN NUYS, CA, 91405","-118.439995,34.194744","141561015","L"
"Windsor Care Center of Cheviot Hills","3533 Motor Ave, Los Angeles, CA, 90034","Match","Exact","3533 MOTOR AVE, LOS ANGELES, CA, 90034","-118.40812,34.025875","141573642","R"
"Inn At The Park Ventura","21200 Ventura Blvd, Woodland Hills, CA, 91364","No_Match"
"Wellsprings Post Acute Center","44445 15th St W, Lancaster, CA, 93534","Match","Exact","44445 15TH ST W, LANCASTER, CA, 93534","-118.156845,34.690334","640425337","L"
"Maclay Healthcare Center","12831 Maclay St, Sylmar, CA, 91342","No_Match"
"Beverly West Healthcare","1020 S Fairfax Ave, Los Angeles, CA, 90019","Match","Non_Exact","1020 S FAIRFAX AVE, LOS ANGELES, CA, 90019","-118.3641,34.057564","642861449","L"
"Eastland Subacute And Rehabilitation Center","3825 Durfee Ave, El Monte, CA, 91732","No_Match"
"Broadway Manor Care Center","605 W Broadway, Glendale, CA, 91204","Match","Non_Exact","605 W BROADWAY, GLENDALE, CA, 91204","-118.267944,34.14679","642193194","R"
"San Fernando Post Acute Hospital","12260 Foothill Blvd, Sylmar, CA, 91342","Match","Exact","12260 FOOTHILL BLVD, SYLMAR, CA, 91342","-118.40335,34.282295","141550902","L"
"Valley Vista Nursing And Transitional Care LLC","6120 N Vineland Ave, N Hollywood, CA, 91606","Match","Non_Exact","6120 N VINELAND AVE, N HOLLYWOOD, CA, 91606","-118.3703,34.1817","141591318","R"
"The Commons At Woodland Hills","21711 Ventura Blvd, Woodland Hills, CA, 91364","No_Match"
"The Orchard Post Acute Care","12385 Washington Blvd, Whittier, CA, 90606","Match","Exact","12385 WASHINGTON BLVD, WHITTIER, CA, 90606","-118.049736,33.96716","142807067","L"
"Foothill Retirement Care Home","6720 Saint Estaban St, Tujunga, CA, 91042","Match","Exact","6720 SAINT ESTABAN ST, TUJUNGA, CA, 91042","-118.278175,34.245296","141588601","L"
"El Rancho Vista Health Care Center","8925 Mines Ave, Pico Rivera, CA, 90660","Match","Exact","8925 MINES AVE, PICO RIVERA, CA, 90660","-118.09089,33.99274","142792967","L"
"Flower Villa Convalescent","1480 S La Cienega Blvd, Los Angeles, CA, 90035","Match","Non_Exact","1480 S LA CIENEGA BLVD, LOS ANGELES, CA, 90035","-118.37613,34.051083","141573123","L"
"Emerald Terrace Convalescent Hospital","1154 S Alvarado St, Los Angeles, CA, 90006","Match","Non_Exact","1154 S ALVARADO ST, LOS ANGELES, CA, 90006","-118.28129,34.04945","141605433","L"
"Norwalk Meadows Nursing Center","10625 Leffingwell Rd, Norwalk, CA, 90650","Match","Exact","10625 LEFFINGWELL RD, NORWALK, CA, 90650","-118.10761,33.90465","640417303","R"
"Oakpark Healthcare Center","9166 Tujunga Canyon Blvd, Tujunga, CA, 91042","Match","Exact","9166 TUJUNGA CANYON BLVD, TUJUNGA, CA, 91042","-118.27047,34.235676","142724130","R"
"Penn Mar Therapeutic Center","3938 Cogswell Rd, El Monte, CA, 91732","No_Match"
"Hollenbeck Palms Assisted Living Facility","573 S Boyle Ave, Los Angeles, CA, 90033","Tie"
"Windsor Terrace Healthcare Center","7447 Sepulveda Blvd, Van Nuys, CA, 91405","Match","Exact","7447 SEPULVEDA BLVD, VAN NUYS, CA, 91405","-118.4662,34.20592","141549337","L"
"Sylmar Health And Rehabilitation Center","12220 Foothill Blvd, Sylmar, CA, 91342","Match","Exact","12220 FOOTHILL BLVD, SYLMAR, CA, 91342","-118.40251,34.2815","141550902","L"
"Coral Oaks Care Living","4271 Carlin Ave, Lynwood, CA, 90262","Match","Exact","4271 CARLIN AVE, LYNWOOD, CA, 90262","-118.19455,33.91112","142765527","L"
"Brookfield Healthcare Center","9300 Telegraph Rd, Downey, CA, 90240","Match","Exact","9300 TELEGRAPH RD, DOWNEY, CA, 90240","-118.10462,33.957222","142792906","R"
"Tarzana Health And Rehabilitation Center","5650 Reseda Blvd, Tarzana, CA, 91356","Match","Exact","5650 RESEDA BLVD, TARZANA, CA, 91356","-118.535995,34.174202","142714602","R"
"Country Villa Terrace Nursing Center","6050 W Pico Blvd, Los Angeles, CA, 90035","Match","Non_Exact","6050 W PICO BLVD, LOS ANGELES, CA, 90035","-118.37248,34.05262","141598879","L"
"Elwyn Doreen","5116 Doreen Ave, Temple City, CA, 91780","Match","Exact","5116 DOREEN AVE, TEMPLE CITY, CA, 91780","-118.03952,34.096924","141648726","R"
"Leisure Vale Retirement Home","413 E Cypress St, Glendale, CA, 91205","Match","Non_Exact","413 E CYPRESS ST, GLENDALE, CA, 91205","-118.25087,34.129597","141610306","L"
"Santa Fe Skilled Nursing Facility","5053 N Peck Rd, El Monte, CA, 91732","Match","Non_Exact","5053 N PECK RD, EL MONTE, CA, 91732","-118.01266,34.094856","241126212","R"
"Country Villa Sheraton Nursing And Rehab Center","9655 N Sepulveda Blvd, North Hills, CA, 91343","Match","Non_Exact","9655 N SEPULVEDA BLVD, NORTH HILLS, CA, 91343","-118.4676,34.24547","241188549","L"
"Men's Central Jail","441 Bauchet St, Los Angeles, CA, 90012","Match","Exact","441 BAUCHET ST, LOS ANGELES, CA, 90012","-118.231895,34.058987","141618451","L"
"The Rehabilitation Centre of Beverly Hills","580 N San Vicente Blvd, Los Angeles, CA, 90048","Match","Non_Exact","580 N SAN VICENTE BLVD, LOS ANGELES, CA, 90048","-118.38293,34.081196","141572274","R"
"University Park Healthcare Center (1)","230 E Adams Blvd, Los Angeles, CA, 90011","Match","Non_Exact","230 E ADAMS BLVD, LOS ANGELES, CA, 90011","-118.26722,34.0242","141619092","R"
"Kingsley Manor Care Center","1055 N Kingsley Dr, Los Angeles, CA, 90029","Match","Non_Exact","1055 N KINGSLEY DR, LOS ANGELES, CA, 90029","-118.30327,34.08999","141603256","L"
"Montecito Heights Healthcare & Wellness Centre, LP.","4585 N Figueroa St, Los Angeles, CA, 90065","No_Match"
"El Encanto Healthcare And Habilitation Center","555 El Encanto Rd, City of Industry, CA, 91745","Match","Exact","555 EL ENCANTO RD, CITY OF INDUSTRY, CA, 91745","-117.96241,34.020664","141713671","L"
"Country Manor Healthcare","11723 Fenton Ave, Lake View Terrace, CA, 91342","No_Match"
"Lawndale Healthcare & Wellness Centre, LLC","15100 Prairie Ave, Lawndale, CA, 90260","Match","Exact","15100 PRAIRIE AVE, LAWNDALE, CA, 90260","-118.34382,33.894566","647465184","L"
"Beverly Hills Gardens Board And Care","1470 S Robertson Blvd, Los Angeles, CA, 90035","Match","Non_Exact","1470 S ROBERTSON BLVD, LOS ANGELES, CA, 90035","-118.38399,34.052803","141573041","L"
"Paramount Convalescent Hospital","8558 Rosecrans Ave, Paramount, CA, 90723","Match","Exact","8558 ROSECRANS AVE, PARAMOUNT, CA, 90723","-118.15015,33.90368","241244964","R"
"Silverado Beverly Place","330 N Hayworth Ave, Los Angeles, CA, 90048","Match","Non_Exact","330 N HAYWORTH AVE, LOS ANGELES, CA, 90048","-118.362625,34.07682","141598320","R"
"University Park Healthcare Center (2)","230 E Adams Blvd, Los Angeles, CA, 90011","Match","Non_Exact","230 E ADAMS BLVD, LOS ANGELES, CA, 90011","-118.26722,34.0242","141619092","R"
"Hyde Park Convalescent Hospital","6520 West Blvd, Los Angeles, CA, 90043","Match","Exact","6520 WEST BLVD, LOS ANGELES, CA, 90043","-118.33518,33.98011","142750437","L"
"Gardena Convalescent Center","14819 S Vermont Ave, Gardena, CA, 90247","No_Match"
"New Vista Nursing And Rehabilitation Center","8647 Fenwick St, Sunland, CA, 91040","Match","Exact","8647 FENWICK ST, SUNLAND, CA, 91040","-118.32113,34.26146","141817452","R"
"Antelope Valley Rehabilitation Facility","44900 60th St W, Lancaster, CA, 93536","No_Match"
"Colonial Gardens Nursing Home","7246 Rosemead Blvd, Pico Rivera, CA, 90660","Match","Exact","7246 ROSEMEAD BLVD, PICO RIVERA, CA, 90660","-118.09954,33.979706","241246481","L"
"Brookdale Central Senior Living-Whittier","8101 Painter Ave, Whittier, CA, 90602","Match","Exact","8101 PAINTER AVE, WHITTIER, CA, 90602","-118.03266,33.96665","142797427","R"
"Stoney Point Healthcare Center","21820 Craggy View St, Chatsworth, CA, 91311","Match","Exact","21820 CRAGGY VIEW ST, CHATSWORTH, CA, 91311","-118.60414,34.25541","141531974","L"
"Glenhaven Healthcare","212 W Chevy Chase Dr, Glendale, CA, 91204","Match","Non_Exact","212 W CHEVY CHASE DR, GLENDALE, CA, 91204","-118.256516,34.133522","241240448","L"
"Good Samaritan Hospital","1225 Wilshire Blvd, Los Angeles, CA, 90017","Match","Exact","1225 WILSHIRE BLVD, LOS ANGELES, CA, 90017","-118.265366,34.05323","141616706","R"
"Alcott Rehabilitation Hospital","3551 W Olympic Blvd, Los Angeles, CA, 90019","Match","Non_Exact","3551 W OLYMPIC BLVD, LOS ANGELES, CA, 90019","-118.31666,34.052505","141603744","R"
"Little Sisters of The Poor","2100 S Western Ave, San Pedro, CA, 90732","Match","Non_Exact","2100 S WESTERN AVE, SAN PEDRO, CA, 90732","-118.311295,33.725517","640423905","L"
"Mid Wilshire Health Care Center","676 S Bonnie Brae St, Los Angeles, CA, 90057","Match","Non_Exact","676 S BONNIE BRAE ST, LOS ANGELES, CA, 90057","-118.27412,34.05608","141605468","L"
"McIntyre House","544 N Kenmore Ave, Los Angeles, CA, 90004","Match","Non_Exact","544 N KENMORE AVE, LOS ANGELES, CA, 90004","-118.29663,34.080063","141604278","R"
"Highland Park Skilled Nursing & Wellness Centre (1)","5125 Monte Vista St, Los Angeles, CA, 90042","Match","Exact","5125 MONTE VISTA ST, LOS ANGELES, CA, 90042","-118.20204,34.108032","141614195","L"
"Osage Healthcare & Wellness Centre","1001 S Osage Ave, Inglewood, CA, 90301","Match","Non_Exact","1001 S OSAGE AVE, INGLEWOOD, CA, 90301","-118.34567,33.950893","142750639","R"
"Pacifica Hospital of The Valley D/P SNF","9449 San Fernando Rd, Sun Valley, CA, 91352","Match","Exact","9449 SAN FERNANDO RD, SUN VALLEY, CA, 91352","-118.395615,34.24103","637809851","L"
"Santa Monica Convalescent Center II","2250 29th St, Santa Monica, CA, 90405","Match","Exact","2250 29TH ST, SANTA MONICA, CA, 90405","-118.45878,34.024036","141568577","R"
"Woodland Care Center","7120 Corbin Ave, Reseda, CA, 91335","Match","Exact","7120 CORBIN AVE, RESEDA, CA, 91335","-118.56224,34.19952","141553599","R"
"Sunrise Assisted Living Studio City","4610 Coldwater Canyon Ave, Studio City, CA, 91604","Match","Exact","4610 COLDWATER CANYON AVE, STUDIO CITY, CA, 91604","-118.41377,34.154263","141563673","R"
"God's Property Sober Living Foundation","335 E 104th St, Los Angeles, CA, 90003","Tie"
"Longwood Manor Convalescent Hospital","4853 W Washington Blvd, Los Angeles, CA, 90016","No_Match"
"Dorothy Kirby Center","1500 S McDonnell Ave, Commerce, CA, 90040","Match","Non_Exact","1500 S MCDONNELL AVE, COMMERCE, CA, 90040","-118.16979,34.013786","142737889","L"
"Lighthouse Healthcare Center","2222 Santa Ana N, Los Angeles, CA, 90059","Match","Exact","2222 SANTA ANA N, LOS ANGELES, CA, 90059","-118.23368,33.93593","141674414","R"
"West Haven Healthcare Ctr","1495 W Cameron Ave, West Covina, CA, 91790","Match","Non_Exact","1495 W CAMERON AVE, WEST COVINA, CA, 91790","-117.9417,34.068253","241245491","R"
"Whittier Pacific Care Center","7716 Pickering Ave, Whittier, CA, 90602","Match","Exact","7716 PICKERING AVE, WHITTIER, CA, 90602","-118.04202,33.97132","141747860","L"
"Country Cottage 1","14508 Fonthill Ave, Hawthorne, CA, 90250","Match","Exact","14508 FONTHILL AVE, HAWTHORNE, CA, 90250","-118.34101,33.900623","141657555","L"
"Ivy Creek Health Care Wellness Center","115 Bridge St, San Gabriel, CA, 91775","Match","Exact","115 BRIDGE ST, SAN GABRIEL, CA, 91775","-118.11217,34.10269","141633718","L"
"Harbor Post Acute Care Center","21521 S Vermont Ave, Torrance, CA, 90502","Match","Non_Exact","21521 S VERMONT AVE, TORRANCE, CA, 90502","-118.2903,33.832848","241243665","R"
